Date,Time,Zone,Device,PPM,VOC
01/10/2022,00:37,Zone1,T1,578,27
01/10/2022,00:37,Zone1,T2,783,58
01/10/2022,00:37,Zone1,T3,574,26
01/10/2022,00:37,Zone1,T4,653,38
01/10/2022,00:37,Zone2,T1,549,22
01/10/2022,00:37,Zone2,T2,400,0
01/10/2022,00:38,Zone1,T1,549,22
01/10/2022,00:38,Zone1,T2,730,50
01/10/2022,00:38,Zone1,T3,575,26
01/10/2022,00:38,Zone1,T4,742,52
01/10/2022,00:38,Zone2,T1,588,28
01/10/2022,00:38,Zone2,T2,400,0
01/10/2022,00:39,Zone1,T1,581,27
01/10/2022,00:39,Zone1,T2,783,58
01/10/2022,00:39,Zone1,T3,552,23
01/10/2022,00:39,Zone1,T4,641,36
01/10/2022,00:39,Zone2,T1,553,23
01/10/2022,00:39,Zone2,T2,400,0
01/10/2022,00:40,Zone1,T1,566,25
01/10/2022,00:40,Zone1,T2,830,65
01/10/2022,00:40,Zone1,T3,643,37
01/10/2022,00:40,Zone1,T4,726,49
01/10/2022,00:40,Zone2,T1,536,20
01/10/2022,00:40,Zone2,T2,400,0
01/10/2022,00:41,Zone1,T1,540,21
01/10/2022,00:41,Zone1,T2,793,59
01/10/2022,00:41,Zone1,T3,605,31
01/10/2022,00:41,Zone1,T4,641,36
01/10/2022,00:41,Zone2,T1,549,22
01/10/2022,00:41,Zone2,T2,400,0
01/10/2022,00:42,Zone1,T1,567,25
01/10/2022,00:42,Zone1,T2,772,56
01/10/2022,00:42,Zone1,T3,569,25
01/10/2022,00:42,Zone1,T4,641,36
01/10/2022,00:42,Zone2,T1,539,21
01/10/2022,00:42,Zone2,T2,400,0
01/10/2022,00:43,Zone1,T3,643,37
01/10/2022,00:43,Zone1,T4,704,46
01/10/2022,00:44,Zone1,T1,549,22
01/10/2022,00:44,Zone1,T2,763,55
01/10/2022,00:44,Zone2,T1,553,23
01/10/2022,00:44,Zone2,T2,400,0
01/10/2022,00:45,Zone1,T1,581,27
01/10/2022,00:45,Zone1,T2,810,62
01/10/2022,00:45,Zone1,T3,599,30
01/10/2022,00:45,Zone1,T4,649,37
01/10/2022,00:45,Zone2,T1,508,16
01/10/2022,00:45,Zone2,T2,400,0
01/10/2022,00:46,Zone1,T1,561,24
01/10/2022,00:46,Zone1,T2,772,56
01/10/2022,00:46,Zone1,T3,575,26
01/10/2022,00:46,Zone1,T4,737,51
01/10/2022,00:46,Zone2,T1,581,27
01/10/2022,00:46,Zone2,T2,400,0
01/10/2022,00:47,Zone1,T1,567,25
01/10/2022,00:47,Zone1,T2,737,51
01/10/2022,00:47,Zone1,T3,645,37
01/10/2022,00:47,Zone1,T4,688,43
01/10/2022,00:47,Zone2,T1,545,22
01/10/2022,00:47,Zone2,T2,400,0
01/10/2022,00:48,Zone1,T1,561,24
01/10/2022,00:48,Zone1,T2,821,64
01/10/2022,00:48,Zone1,T3,569,25
01/10/2022,00:48,Zone1,T4,649,37
01/10/2022,00:48,Zone2,T1,497,14
01/10/2022,00:48,Zone2,T2,400,0
01/10/2022,00:49,Zone1,T1,581,27
01/10/2022,00:49,Zone1,T2,783,58
01/10/2022,00:49,Zone1,T3,637,36
01/10/2022,00:49,Zone1,T4,688,43
01/10/2022,00:49,Zone2,T1,500,15
01/10/2022,00:49,Zone2,T2,400,0
01/10/2022,00:50,Zone1,T1,555,23
01/10/2022,00:50,Zone1,T2,763,55
01/10/2022,00:50,Zone1,T3,602,30
01/10/2022,00:50,Zone1,T4,674,41
01/10/2022,00:50,Zone2,T1,591,29
01/10/2022,00:50,Zone2,T2,400,0
01/10/2022,00:51,Zone1,T1,578,27
01/10/2022,00:51,Zone1,T2,772,56
01/10/2022,00:51,Zone1,T3,575,26
01/10/2022,00:51,Zone1,T4,697,45
01/10/2022,00:51,Zone2,T1,581,27
01/10/2022,00:51,Zone2,T2,400,0
01/10/2022,00:52,Zone1,T1,543,21
01/10/2022,00:52,Zone1,T2,793,59
01/10/2022,00:52,Zone1,T3,611,32
01/10/2022,00:52,Zone1,T4,660,39
01/10/2022,00:52,Zone2,T1,493,14
01/10/2022,00:52,Zone2,T2,400,0
01/10/2022,00:53,Zone1,T1,555,23
01/10/2022,00:53,Zone1,T2,783,58
01/10/2022,00:53,Zone1,T3,580,27
01/10/2022,00:53,Zone1,T4,749,53
01/10/2022,00:53,Zone2,T1,477,11
01/10/2022,00:53,Zone2,T2,400,0
01/10/2022,00:54,Zone1,T3,643,37
01/10/2022,00:54,Zone1,T4,717,48
01/10/2022,00:55,Zone1,T1,552,23
01/10/2022,00:55,Zone1,T2,802,61
01/10/2022,00:55,Zone2,T1,549,22
01/10/2022,00:55,Zone2,T2,400,0
01/10/2022,00:56,Zone1,T1,555,23
01/10/2022,00:56,Zone1,T2,757,54
01/10/2022,00:56,Zone1,T3,682,42
01/10/2022,00:56,Zone1,T4,660,39
01/10/2022,00:56,Zone2,T1,553,23
01/10/2022,00:56,Zone2,T2,400,0
01/10/2022,00:57,Zone1,T1,549,22
01/10/2022,00:57,Zone1,T2,821,64
01/10/2022,00:57,Zone1,T3,575,26
01/10/2022,00:57,Zone1,T4,649,37
01/10/2022,00:57,Zone2,T1,553,23
01/10/2022,00:57,Zone2,T2,400,0
01/10/2022,00:58,Zone1,T1,578,27
01/10/2022,00:58,Zone1,T2,810,62
01/10/2022,00:58,Zone1,T3,656,39
01/10/2022,00:58,Zone1,T4,671,41
01/10/2022,00:58,Zone2,T1,581,27
01/10/2022,00:58,Zone2,T2,400,0
01/10/2022,00:59,Zone1,T1,588,28
01/10/2022,00:59,Zone1,T2,763,55
01/10/2022,00:59,Zone1,T3,580,27
01/10/2022,00:59,Zone1,T4,653,38
01/10/2022,00:59,Zone2,T1,549,22
01/10/2022,00:59,Zone2,T2,400,0
01/10/2022,01:00,Zone1,T1,588,28
01/10/2022,01:00,Zone1,T2,821,64
01/10/2022,01:00,Zone1,T3,620,33
01/10/2022,01:00,Zone1,T4,742,52
01/10/2022,01:00,Zone2,T1,549,22
01/10/2022,01:00,Zone2,T2,400,0
01/10/2022,01:01,Zone1,T1,531,19
01/10/2022,01:01,Zone1,T2,810,62
01/10/2022,01:01,Zone1,T3,611,32
01/10/2022,01:01,Zone1,T4,674,41
01/10/2022,01:01,Zone2,T1,549,22
01/10/2022,01:01,Zone2,T2,400,0
01/10/2022,01:02,Zone1,T1,549,22
01/10/2022,01:02,Zone1,T2,730,50
01/10/2022,01:02,Zone1,T3,569,25
01/10/2022,01:02,Zone1,T4,704,46
01/10/2022,01:02,Zone2,T1,556,23
01/10/2022,01:02,Zone2,T2,400,0
01/10/2022,01:03,Zone1,T1,543,21
01/10/2022,01:03,Zone1,T2,793,59
01/10/2022,01:03,Zone1,T3,656,39
01/10/2022,01:03,Zone1,T4,679,42
01/10/2022,01:03,Zone2,T1,549,22
01/10/2022,01:03,Zone2,T2,400,0
01/10/2022,01:04,Zone1,T1,594,29
01/10/2022,01:04,Zone1,T2,763,55
01/10/2022,01:04,Zone1,T3,575,26
01/10/2022,01:04,Zone1,T4,737,51
01/10/2022,01:04,Zone2,T1,508,16
01/10/2022,01:04,Zone2,T2,400,0
01/10/2022,01:05,Zone1,T1,561,24
01/10/2022,01:05,Zone1,T2,783,58
01/10/2022,01:05,Zone1,T3,588,28
01/10/2022,01:05,Zone1,T4,697,45
01/10/2022,01:05,Zone2,T1,503,15
01/10/2022,01:05,Zone2,T2,400,0
01/10/2022,01:06,Zone1,T1,567,25
01/10/2022,01:06,Zone1,T2,802,61
01/10/2022,01:06,Zone1,T3,580,27
01/10/2022,01:06,Zone1,T4,671,41
01/10/2022,01:06,Zone2,T1,569,25
01/10/2022,01:06,Zone2,T2,400,0
01/10/2022,01:07,Zone1,T1,530,19
01/10/2022,01:07,Zone1,T2,810,62
01/10/2022,01:07,Zone1,T3,617,33
01/10/2022,01:07,Zone1,T4,671,41
01/10/2022,01:07,Zone2,T1,553,23
01/10/2022,01:07,Zone2,T2,400,0
01/10/2022,01:08,Zone1,T1,555,23
01/10/2022,01:08,Zone1,T2,763,55
01/10/2022,01:08,Zone1,T3,575,26
01/10/2022,01:08,Zone1,T4,653,38
01/10/2022,01:08,Zone2,T1,553,23
01/10/2022,01:08,Zone2,T2,400,0
01/10/2022,01:09,Zone1,T1,602,30
01/10/2022,01:09,Zone1,T2,838,66
01/10/2022,01:09,Zone1,T3,574,26
01/10/2022,01:09,Zone1,T4,726,49
01/10/2022,01:09,Zone2,T1,539,21
01/10/2022,01:09,Zone2,T2,400,0
01/10/2022,01:10,Zone1,T1,517,17
01/10/2022,01:10,Zone1,T2,763,55
01/10/2022,01:10,Zone1,T3,605,31
01/10/2022,01:10,Zone1,T4,660,39
01/10/2022,01:10,Zone2,T1,564,24
01/10/2022,01:10,Zone2,T2,400,0
01/10/2022,01:11,Zone1,T1,561,24
01/10/2022,01:11,Zone1,T2,757,54
01/10/2022,01:11,Zone1,T3,592,29
01/10/2022,01:11,Zone1,T4,759,54
01/10/2022,01:11,Zone2,T1,526,19
01/10/2022,01:11,Zone2,T2,400,0
01/10/2022,01:12,Zone1,T1,549,22
01/10/2022,01:12,Zone1,T2,793,59
01/10/2022,01:12,Zone1,T3,611,32
01/10/2022,01:12,Zone1,T4,671,41
01/10/2022,01:12,Zone2,T1,549,22
01/10/2022,01:12,Zone2,T2,400,0
01/10/2022,01:13,Zone1,T1,607,31
01/10/2022,01:13,Zone1,T2,830,65
01/10/2022,01:13,Zone1,T3,574,26
01/10/2022,01:13,Zone1,T4,653,38
01/10/2022,01:13,Zone2,T1,527,19
01/10/2022,01:13,Zone2,T2,400,0
01/10/2022,01:14,Zone1,T1,589,28
01/10/2022,01:14,Zone1,T2,772,56
01/10/2022,01:14,Zone1,T3,645,37
01/10/2022,01:14,Zone1,T4,697,45
01/10/2022,01:14,Zone2,T1,564,24
01/10/2022,01:14,Zone2,T2,400,0
01/10/2022,01:15,Zone1,T1,567,25
01/10/2022,01:15,Zone1,T2,793,59
01/10/2022,01:15,Zone1,T3,580,27
01/10/2022,01:15,Zone1,T4,759,54
01/10/2022,01:15,Zone2,T1,553,23
01/10/2022,01:15,Zone2,T2,400,0
01/10/2022,01:16,Zone1,T1,519,18
01/10/2022,01:16,Zone1,T2,793,59
01/10/2022,01:16,Zone1,T3,634,35
01/10/2022,01:16,Zone1,T4,688,43
01/10/2022,01:16,Zone2,T1,577,26
01/10/2022,01:16,Zone2,T2,400,0
01/10/2022,01:17,Zone1,T1,567,25
01/10/2022,01:17,Zone1,T2,783,58
01/10/2022,01:17,Zone1,T3,594,29
01/10/2022,01:17,Zone1,T4,653,38
01/10/2022,01:17,Zone2,T1,588,28
01/10/2022,01:17,Zone2,T2,400,0
01/10/2022,01:18,Zone1,T1,607,31
01/10/2022,01:18,Zone1,T2,772,56
01/10/2022,01:18,Zone1,T3,574,26
01/10/2022,01:18,Zone1,T4,737,51
01/10/2022,01:18,Zone2,T1,569,25
01/10/2022,01:18,Zone2,T2,400,0
01/10/2022,01:19,Zone1,T1,514,17
01/10/2022,01:19,Zone1,T2,830,65
01/10/2022,01:19,Zone1,T3,599,30
01/10/2022,01:19,Zone1,T4,674,41
01/10/2022,01:19,Zone2,T1,624,34
01/10/2022,01:19,Zone2,T2,400,0
01/10/2022,01:20,Zone1,T1,555,23
01/10/2022,01:20,Zone1,T2,783,58
01/10/2022,01:20,Zone1,T3,592,29
01/10/2022,01:20,Zone1,T4,742,52
01/10/2022,01:20,Zone2,T1,633,35
01/10/2022,01:20,Zone2,T2,400,0
01/10/2022,01:21,Zone1,T1,561,24
01/10/2022,01:21,Zone1,T2,810,62
01/10/2022,01:21,Zone1,T3,592,29
01/10/2022,01:21,Zone1,T4,660,39
01/10/2022,01:21,Zone2,T1,588,28
01/10/2022,01:21,Zone2,T2,400,0
01/10/2022,01:22,Zone1,T1,517,17
01/10/2022,01:22,Zone1,T2,783,58
01/10/2022,01:22,Zone1,T3,580,27
01/10/2022,01:22,Zone1,T4,704,46
01/10/2022,01:23,Zone1,T1,589,28
01/10/2022,01:23,Zone1,T2,802,61
01/10/2022,01:24,Zone1,T1,552,23
01/10/2022,01:24,Zone1,T2,848,68
01/10/2022,01:24,Zone2,T1,653,38
01/10/2022,01:24,Zone2,T2,400,0
01/10/2022,01:25,Zone1,T1,614,32
01/10/2022,01:25,Zone1,T2,830,65
01/10/2022,01:25,Zone1,T3,634,35
01/10/2022,01:25,Zone1,T4,671,41
01/10/2022,01:25,Zone2,T1,629,34
01/10/2022,01:25,Zone2,T2,400,0
01/10/2022,01:26,Zone1,T1,588,28
01/10/2022,01:26,Zone1,T2,706,46
01/10/2022,01:26,Zone1,T3,575,26
01/10/2022,01:26,Zone1,T4,679,42
01/10/2022,01:26,Zone2,T1,629,34
01/10/2022,01:26,Zone2,T2,400,0
01/10/2022,01:27,Zone1,T3,580,27
01/10/2022,01:27,Zone1,T4,749,53
01/10/2022,01:28,Zone1,T1,594,29
01/10/2022,01:28,Zone1,T2,793,59
01/10/2022,01:28,Zone2,T1,690,44
01/10/2022,01:28,Zone2,T2,400,0
01/10/2022,01:29,Zone1,T1,600,30
01/10/2022,01:29,Zone1,T2,830,65
01/10/2022,01:29,Zone1,T3,645,37
01/10/2022,01:29,Zone1,T4,674,41
01/10/2022,01:29,Zone2,T1,646,37
01/10/2022,01:29,Zone2,T2,400,0
01/10/2022,01:30,Zone1,T1,552,23
01/10/2022,01:30,Zone1,T2,810,62
01/10/2022,01:30,Zone1,T3,599,30
01/10/2022,01:30,Zone1,T4,674,41
01/10/2022,01:30,Zone2,T1,675,41
01/10/2022,01:30,Zone2,T2,400,0
01/10/2022,01:31,Zone1,T1,567,25
01/10/2022,01:31,Zone1,T2,810,62
01/10/2022,01:31,Zone1,T3,602,30
01/10/2022,01:31,Zone1,T4,759,54
01/10/2022,01:31,Zone2,T1,690,44
01/10/2022,01:31,Zone2,T2,400,0
01/10/2022,01:32,Zone1,T1,589,28
01/10/2022,01:32,Zone1,T2,748,53
01/10/2022,01:32,Zone1,T3,617,33
01/10/2022,01:32,Zone1,T4,653,38
01/10/2022,01:32,Zone2,T1,690,44
01/10/2022,01:32,Zone2,T2,400,0
01/10/2022,01:33,Zone1,T1,566,25
01/10/2022,01:33,Zone1,T2,821,64
01/10/2022,01:33,Zone1,T3,592,29
01/10/2022,01:33,Zone1,T4,653,38
01/10/2022,01:33,Zone2,T1,666,40
01/10/2022,01:33,Zone2,T2,400,0
01/10/2022,01:34,Zone1,T1,589,28
01/10/2022,01:34,Zone1,T2,821,64
01/10/2022,01:34,Zone1,T3,629,34
01/10/2022,01:34,Zone1,T4,688,43
01/10/2022,01:34,Zone2,T1,675,41
01/10/2022,01:34,Zone2,T2,400,0
01/10/2022,01:35,Zone1,T1,602,30
01/10/2022,01:35,Zone1,T2,748,53
01/10/2022,01:35,Zone2,T1,699,45
01/10/2022,01:35,Zone2,T2,400,0
01/10/2022,01:36,Zone1,T1,567,25
01/10/2022,01:36,Zone1,T2,793,59
01/10/2022,01:36,Zone1,T3,645,37
01/10/2022,01:36,Zone1,T4,671,41
01/10/2022,01:36,Zone2,T1,708,46
01/10/2022,01:36,Zone2,T2,400,0
01/10/2022,01:37,Zone1,T1,588,28
01/10/2022,01:37,Zone1,T2,810,62
01/10/2022,01:37,Zone1,T3,594,29
01/10/2022,01:37,Zone1,T4,674,41
01/10/2022,01:37,Zone2,T1,671,41
01/10/2022,01:37,Zone2,T2,400,0
01/10/2022,01:38,Zone1,T1,602,30
01/10/2022,01:38,Zone1,T2,699,45
01/10/2022,01:38,Zone1,T3,634,35
01/10/2022,01:38,Zone1,T4,717,48
01/10/2022,01:38,Zone2,T1,683,43
01/10/2022,01:38,Zone2,T2,400,0
01/10/2022,01:39,Zone1,T1,581,27
01/10/2022,01:39,Zone1,T2,830,65
01/10/2022,01:39,Zone1,T3,602,30
01/10/2022,01:39,Zone1,T4,660,39
01/10/2022,01:39,Zone2,T1,690,44
01/10/2022,01:39,Zone2,T2,400,0
01/10/2022,01:40,Zone1,T1,607,31
01/10/2022,01:40,Zone1,T2,757,54
01/10/2022,01:40,Zone1,T3,599,30
01/10/2022,01:40,Zone1,T4,717,48
01/10/2022,01:40,Zone2,T1,702,46
01/10/2022,01:40,Zone2,T2,400,0
01/10/2022,01:41,Zone1,T1,594,29
01/10/2022,01:41,Zone1,T2,757,54
01/10/2022,01:41,Zone1,T3,605,31
01/10/2022,01:41,Zone1,T4,660,39
01/10/2022,01:41,Zone2,T1,683,43
01/10/2022,01:41,Zone2,T2,400,0
01/10/2022,01:42,Zone1,T1,581,27
01/10/2022,01:42,Zone1,T2,802,61
01/10/2022,01:42,Zone1,T3,594,29
01/10/2022,01:42,Zone1,T4,768,56
01/10/2022,01:42,Zone2,T1,675,41
01/10/2022,01:42,Zone2,T2,400,0
01/10/2022,01:43,Zone1,T3,620,33
01/10/2022,01:43,Zone1,T4,674,41
01/10/2022,01:45,Zone1,T1,578,27
01/10/2022,01:45,Zone1,T2,848,68
01/10/2022,01:45,Zone2,T1,675,41
01/10/2022,01:45,Zone2,T2,400,0
01/10/2022,01:46,Zone1,T1,589,28
01/10/2022,01:46,Zone1,T2,863,70
01/10/2022,01:46,Zone1,T3,592,29
01/10/2022,01:46,Zone1,T4,653,38
01/10/2022,01:46,Zone2,T1,666,40
01/10/2022,01:46,Zone2,T2,400,0
01/10/2022,01:47,Zone1,T1,567,25
01/10/2022,01:47,Zone1,T2,793,59
01/10/2022,01:47,Zone1,T3,650,38
01/10/2022,01:47,Zone1,T4,679,42
01/10/2022,01:47,Zone2,T1,690,44
01/10/2022,01:47,Zone2,T2,400,0
01/10/2022,01:48,Zone1,T3,594,29
01/10/2022,01:48,Zone1,T4,742,52
01/10/2022,01:49,Zone1,T1,567,25
01/10/2022,01:49,Zone1,T2,793,59
01/10/2022,01:49,Zone2,T1,646,37
01/10/2022,01:49,Zone2,T2,400,0
01/10/2022,01:50,Zone1,T1,531,19
01/10/2022,01:50,Zone1,T2,763,55
01/10/2022,01:50,Zone1,T3,592,29
01/10/2022,01:50,Zone1,T4,660,39
01/10/2022,01:50,Zone2,T1,699,45
01/10/2022,01:50,Zone2,T2,400,0
01/10/2022,01:51,Zone1,T1,589,28
01/10/2022,01:51,Zone1,T2,793,59
01/10/2022,01:51,Zone1,T3,620,33
01/10/2022,01:51,Zone1,T4,759,54
01/10/2022,01:51,Zone2,T1,683,43
01/10/2022,01:51,Zone2,T2,400,0
01/10/2022,01:52,Zone1,T1,574,26
01/10/2022,01:52,Zone1,T2,838,66
01/10/2022,01:52,Zone1,T3,637,36
01/10/2022,01:52,Zone1,T4,737,51
01/10/2022,01:52,Zone2,T1,699,45
01/10/2022,01:52,Zone2,T2,400,0
01/10/2022,01:53,Zone1,T1,531,19
01/10/2022,01:53,Zone1,T2,793,59
01/10/2022,01:53,Zone1,T3,656,39
01/10/2022,01:53,Zone1,T4,742,52
01/10/2022,01:53,Zone2,T1,638,36
01/10/2022,01:53,Zone2,T2,400,0
01/10/2022,01:54,Zone1,T1,581,27
01/10/2022,01:54,Zone1,T2,802,61
01/10/2022,01:54,Zone1,T3,650,38
01/10/2022,01:54,Zone1,T4,660,39
